Wochentag;Datum;Startzeit;Tage Saison;Max Kap;davon freie Kap;Auslastung %;Gesamt;MGL Gesa.;Gäste;Jugend;MGL 18-40;MGL 40-50;MGL 50-65;MGL 65+;Sperrung.;Internet
Di;20.07.21;11:10 - 11:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Di;20.07.21;11:20 - 11:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Di;20.07.21;12:50 - 13:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Di;20.07.21;13:00 - 13:10;;4;4;0;0;0;0;0;0;0;0;0;1;0
Di;20.07.21;13:10 - 13:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Di;20.07.21;13:20 - 13:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Di;20.07.21;13:30 - 13:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Di;20.07.21;13:40 - 13:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Di;20.07.21;14:20 - 14:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Di;20.07.21;15:10 - 15:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Di;20.07.21;18:40 - 18:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Di;20.07.21;19:50 - 20:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Di;20.07.21;20:00 - 20:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Di;20.07.21;20:10 - 20:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Di;20.07.21;20:20 - 20:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Di;20.07.21;20:30 - 20:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Di;20.07.21;20:40 - 20:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Di;20.07.21;20:50 - 21:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Di;20.07.21;21:00 - 24:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;00:00 - 06:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;06:10 - 06:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;06:30 - 06:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;06:40 - 06:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;06:50 - 07:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;07:00 - 07:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;07:10 - 07:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;07:20 - 07:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;09:00 - 09:10;;4;4;0;0;0;0;0;0;0;0;0;1;0
Mi;21.07.21;09:10 - 09:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;09:20 - 09:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;09:30 - 09:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;09:40 - 09:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;10:50 - 11:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;11:00 - 11:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;11:20 - 11:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;11:40 - 11:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;12:00 - 12:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;12:10 - 12:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;12:20 - 12:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;12:30 - 12:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;12:40 - 12:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;12:50 - 13:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;13:00 - 13:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;13:10 - 13:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;13:20 - 13:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;13:30 - 13:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;13:40 - 13:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;13:50 - 14:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;14:00 - 14:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;14:10 - 14:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;14:20 - 14:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;14:30 - 14:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;14:40 - 14:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;14:50 - 15:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;15:00 - 15:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;15:10 - 15:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;15:20 - 15:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;15:30 - 15:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;15:40 - 15:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;15:50 - 16:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;16:00 - 16:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;16:10 - 16:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;16:20 - 16:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;16:30 - 16:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;16:40 - 16:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;16:50 - 17:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;18:40 - 18:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;18:50 - 19:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;19:30 - 19:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;19:40 - 19:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;19:50 - 20:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;20:00 - 20:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;20:10 - 20:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;20:20 - 20:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;20:30 - 20:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;20:40 - 20:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;20:50 - 21:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mi;21.07.21;21:00 - 24:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;00:00 - 06:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;06:00 - 06:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;06:10 - 06:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;06:30 - 06:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;06:40 - 06:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;06:50 - 07:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;07:00 - 07:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;07:10 - 07:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;07:20 - 07:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;07:40 - 07:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;07:50 - 08:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;08:00 - 08:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;08:10 - 08:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;08:20 - 08:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;08:30 - 08:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;08:40 - 08:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;08:50 - 09:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;09:00 - 09:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;09:10 - 09:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;09:20 - 09:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;09:30 - 09:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;09:40 - 09:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;09:50 - 10:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;10:20 - 10:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;10:30 - 10:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;10:40 - 10:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;10:50 - 11:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;11:00 - 11:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;11:10 - 11:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;11:20 - 11:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;11:30 - 11:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;11:40 - 11:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;11:50 - 12:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;12:00 - 12:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;12:10 - 12:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;12:20 - 12:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;12:30 - 12:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;12:40 - 12:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;12:50 - 13:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;13:00 - 13:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;13:10 - 13:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;13:20 - 13:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;13:30 - 13:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;13:40 - 13:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;13:50 - 14:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;14:00 - 14:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;14:10 - 14:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;14:20 - 14:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;14:30 - 14:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;14:40 - 14:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;14:50 - 15:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;15:50 - 16:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;17:50 - 18:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;18:20 - 18:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;18:40 - 18:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;18:50 - 19:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;19:30 - 19:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;19:40 - 19:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;20:00 - 20:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;20:10 - 20:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;20:20 - 20:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;20:30 - 20:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;20:40 - 20:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;20:50 - 21:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Do;22.07.21;21:00 - 24:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;00:00 - 06:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;06:00 - 06:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;06:10 - 06:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;06:30 - 06:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;06:40 - 06:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;06:50 - 07:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;07:00 - 07:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;07:10 - 07:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;07:20 - 07:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;07:40 - 07:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;08:30 - 08:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;09:00 - 09:10;;4;4;0;0;0;0;0;0;0;0;0;1;0
Fr;23.07.21;09:10 - 09:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;09:20 - 09:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;09:30 - 09:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;09:40 - 09:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;13:10 - 13:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;13:30 - 13:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;14:00 - 14:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;14:30 - 14:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;14:40 - 14:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;15:30 - 15:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;16:30 - 16:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;17:10 - 17:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;17:20 - 17:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;17:40 - 17:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;18:10 - 18:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;18:20 - 18:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;18:30 - 18:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;18:40 - 18:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;18:50 - 19:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;19:00 - 19:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;19:10 - 19:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;19:40 - 19:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;19:50 - 20:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;20:00 - 20:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;20:10 - 20:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;20:20 - 20:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;20:30 - 20:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;20:40 - 20:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;20:50 - 21:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Fr;23.07.21;21:00 - 24:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;00:00 - 06:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;06:00 - 06:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;06:10 - 06:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;06:20 - 06:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;06:30 - 06:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;06:40 - 06:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;06:50 - 07:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;07:00 - 07:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;07:10 - 07:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;07:20 - 07:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;07:30 - 07:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;07:40 - 07:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;07:50 - 08:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;08:00 - 08:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;08:10 - 08:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;08:20 - 08:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;08:30 - 08:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;08:40 - 08:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;08:50 - 09:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;09:10 - 09:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;10:10 - 10:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;11:10 - 11:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;11:40 - 11:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;11:50 - 12:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;12:20 - 12:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;12:40 - 12:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;13:00 - 13:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;13:10 - 13:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;13:20 - 13:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;13:40 - 13:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;13:50 - 14:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;14:20 - 14:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;14:30 - 14:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;14:40 - 14:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;14:50 - 15:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;15:10 - 15:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;15:20 - 15:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;16:00 - 16:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;16:10 - 16:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;16:20 - 16:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;16:40 - 16:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;16:50 - 17:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;17:00 - 17:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;17:10 - 17:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;17:20 - 17:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;17:50 - 18:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;18:10 - 18:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;18:20 - 18:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;18:40 - 18:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;19:00 - 19:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;19:10 - 19:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;19:20 - 19:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;19:30 - 19:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;19:40 - 19:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;19:50 - 20:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;20:00 - 20:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;20:10 - 20:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;20:20 - 20:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;20:30 - 20:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;20:40 - 20:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;20:50 - 21:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Sa;24.07.21;21:00 - 24:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;00:00 - 06:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;06:00 - 06:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;06:10 - 06:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;06:20 - 06:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;06:30 - 06:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;06:40 - 06:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;06:50 - 07:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;07:00 - 07:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;07:10 - 07:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;07:20 - 07:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;08:50 - 09:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;09:20 - 09:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;11:20 - 11:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;13:50 - 14:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;14:20 - 14:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;14:40 - 14:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;15:10 - 15:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;15:40 - 15:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;15:50 - 16:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;16:20 - 16:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;16:30 - 16:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;16:50 - 17:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;17:20 - 17:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;17:30 - 17:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;18:20 - 18:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;18:40 - 18:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;18:50 - 19:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;19:10 - 19:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;19:20 - 19:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;19:30 - 19:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;19:40 - 19:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;19:50 - 20:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;20:00 - 20:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;20:10 - 20:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;20:20 - 20:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;20:30 - 20:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;20:40 - 20:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;20:50 - 21:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
So;25.07.21;21:00 - 24:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mo;26.07.21;00:00 - 06:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mo;26.07.21;06:00 - 06:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mo;26.07.21;06:10 - 06:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mo;26.07.21;06:20 - 06:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mo;26.07.21;06:30 - 06:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mo;26.07.21;06:40 - 06:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mo;26.07.21;06:50 - 07:00;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mo;26.07.21;07:00 - 07:10;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mo;26.07.21;07:10 - 07:20;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mo;26.07.21;07:20 - 07:30;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mo;26.07.21;07:30 - 07:40;;4;4;0;0;0;0;0;0;0;0;0;0;0
Mo;26.07.21;07:40 - 07:50;;4;4;0;0;0;0;0;0;0;0;0;0;0
